,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
756,0,3,1,28.0,0,0,350042,7.7958,0.0,0.3333333333333333
757,0,2,1,18.0,0,0,29108,11.5,0.0,0.3333333333333333
758,0,3,1,34.0,0,0,363294,8.05,0.0,0.3333333333333333
759,1,1,0,33.0,0,0,110152,86.5,0.29931972789115646,0.3333333333333333
760,0,3,1,0.0,0,0,358585,14.5,0.0,0.3333333333333333
761,0,3,1,41.0,0,0,0,7.125,0.0,0.3333333333333333
762,1,3,1,20.0,0,0,2663,7.2292,0.0,0.6666666666666666
763,1,1,0,36.0,1,2,113760,120.0,0.4965986394557823,0.3333333333333333
764,0,3,1,16.0,0,0,347074,7.775,0.0,0.3333333333333333
765,1,1,0,51.0,1,0,13502,77.9583,0.8843537414965986,0.3333333333333333
766,0,1,1,0.0,0,0,112379,39.6,0.0,0.6666666666666666
767,0,3,0,30.5,0,0,364850,7.75,0.0,1.0
768,0,3,1,0.0,1,0,371110,24.15,0.0,1.0
769,0,3,1,32.0,0,0,8471,8.3625,0.0,0.3333333333333333
770,0,3,1,24.0,0,0,345781,9.5,0.0,0.3333333333333333
771,0,3,1,48.0,0,0,350047,7.8542,0.0,0.3333333333333333
772,0,2,0,57.0,0,0,0,10.5,0.891156462585034,0.3333333333333333
773,0,3,1,0.0,0,0,2674,7.225,0.0,0.6666666666666666
774,1,2,0,54.0,1,3,29105,23.0,0.0,0.3333333333333333
775,0,3,1,18.0,0,0,347078,7.75,0.0,0.3333333333333333
776,0,3,1,0.0,0,0,383121,7.75,0.8979591836734694,1.0
777,1,3,0,5.0,0,0,364516,12.475,0.0,0.3333333333333333
778,0,3,1,0.0,0,0,36865,7.7375,0.0,1.0
779,1,1,0,43.0,0,1,24160,211.3375,0.9047619047619048,0.3333333333333333
780,1,3,0,13.0,0,0,2687,7.2292,0.0,0.6666666666666666
781,1,1,0,17.0,1,0,17474,57.0,0.8027210884353742,0.3333333333333333
782,0,1,1,29.0,0,0,113501,30.0,0.9115646258503401,0.3333333333333333
783,0,3,1,0.0,1,2,0,23.45,0.0,0.3333333333333333
784,0,3,1,25.0,0,0,0,7.05,0.0,0.3333333333333333
785,0,3,1,25.0,0,0,374887,7.25,0.0,0.3333333333333333
786,1,3,0,18.0,0,0,3101265,7.4958,0.0,0.3333333333333333
787,0,3,1,8.0,4,1,382652,29.125,0.0,1.0
788,1,3,1,1.0,1,2,0,20.575,0.0,0.3333333333333333
789,0,1,1,46.0,0,0,0,79.2,0.9183673469387755,0.6666666666666666
790,0,3,1,0.0,0,0,12460,7.75,0.0,1.0
791,0,2,1,16.0,0,0,239865,26.0,0.0,0.3333333333333333
792,0,3,0,0.0,8,2,0,69.55,0.0,0.3333333333333333
793,0,1,1,0.0,0,0,0,30.6958,0.0,0.6666666666666666
794,0,3,1,25.0,0,0,349203,7.8958,0.0,0.3333333333333333
795,0,2,1,39.0,0,0,28213,13.0,0.0,0.3333333333333333
796,1,1,0,49.0,0,0,17465,25.9292,0.9251700680272109,0.3333333333333333
797,1,3,0,31.0,0,0,349244,8.6833,0.0,0.3333333333333333
798,0,3,1,30.0,0,0,2685,7.2292,0.0,0.6666666666666666
799,0,3,0,30.0,1,1,345773,24.15,0.0,0.3333333333333333
800,0,2,1,34.0,0,0,250647,13.0,0.0,0.3333333333333333
801,1,2,0,31.0,1,1,0,26.25,0.0,0.3333333333333333
802,1,1,1,11.0,1,2,113760,120.0,0.4965986394557823,0.3333333333333333
803,1,3,1,0.42,0,1,2625,8.5167,0.0,0.6666666666666666
804,1,3,1,27.0,0,0,347089,6.975,0.0,0.3333333333333333
805,0,3,1,31.0,0,0,347063,7.775,0.0,0.3333333333333333
806,0,1,1,39.0,0,0,112050,0.0,0.9319727891156463,0.3333333333333333
807,0,3,0,18.0,0,0,347087,7.775,0.0,0.3333333333333333
808,0,2,1,39.0,0,0,248723,13.0,0.0,0.3333333333333333
809,1,1,0,33.0,1,0,113806,53.1,0.8435374149659864,0.3333333333333333
810,0,3,1,26.0,0,0,3474,7.8875,0.0,0.3333333333333333
811,0,3,1,39.0,0,0,0,24.15,0.0,0.3333333333333333
812,0,2,1,35.0,0,0,28206,10.5,0.0,0.3333333333333333
813,0,3,0,6.0,4,2,347082,31.275,0.0,0.3333333333333333
814,0,3,1,30.5,0,0,364499,8.05,0.0,0.3333333333333333
815,0,1,1,0.0,0,0,112058,0.0,0.9387755102040817,0.3333333333333333
816,0,3,0,23.0,0,0,0,7.925,0.0,0.3333333333333333
817,0,2,1,31.0,1,1,0,37.0042,0.0,0.6666666666666666
818,0,3,1,43.0,0,0,0,6.45,0.0,0.3333333333333333
819,0,3,1,10.0,3,2,347088,27.9,0.0,0.3333333333333333
820,1,1,0,52.0,1,1,12749,93.5,0.9455782312925171,0.3333333333333333
821,1,3,1,27.0,0,0,315098,8.6625,0.0,0.3333333333333333
822,0,1,1,38.0,0,0,19972,0.0,0.0,0.3333333333333333
823,1,3,0,27.0,0,1,392096,12.475,0.8775510204081632,0.3333333333333333
824,0,3,1,2.0,4,1,3101295,39.6875,0.0,0.3333333333333333
825,0,3,1,0.0,0,0,368323,6.95,0.0,1.0
826,0,3,1,0.0,0,0,1601,56.4958,0.0,0.3333333333333333
827,1,2,1,1.0,0,2,0,37.0042,0.0,0.6666666666666666
828,1,3,1,0.0,0,0,367228,7.75,0.0,1.0
829,1,1,0,62.0,0,0,113572,80.0,0.08843537414965986,0.0
830,1,3,0,15.0,1,0,2659,14.4542,0.0,0.6666666666666666
831,1,2,1,0.83,1,1,29106,18.75,0.0,0.3333333333333333
832,0,3,1,0.0,0,0,2671,7.2292,0.0,0.6666666666666666
833,0,3,1,23.0,0,0,347468,7.8542,0.0,0.3333333333333333
834,0,3,1,18.0,0,0,2223,8.3,0.0,0.3333333333333333
835,1,1,0,39.0,1,1,0,83.1583,0.9523809523809523,0.6666666666666666
836,0,3,1,21.0,0,0,315097,8.6625,0.0,0.3333333333333333
837,0,3,1,0.0,0,0,392092,8.05,0.0,0.3333333333333333
838,1,3,1,32.0,0,0,1601,56.4958,0.0,0.3333333333333333
839,1,1,1,0.0,0,0,11774,29.7,0.9591836734693877,0.6666666666666666
840,0,3,1,20.0,0,0,0,7.925,0.0,0.3333333333333333
841,0,2,1,16.0,0,0,0,10.5,0.0,0.3333333333333333
842,1,1,0,30.0,0,0,113798,31.0,0.0,0.6666666666666666
843,0,3,1,34.5,0,0,2683,6.4375,0.0,0.6666666666666666
844,0,3,1,17.0,0,0,315090,8.6625,0.0,0.3333333333333333
845,0,3,1,42.0,0,0,0,7.55,0.0,0.3333333333333333
846,0,3,1,0.0,8,2,0,69.55,0.0,0.3333333333333333
847,0,3,1,35.0,0,0,349213,7.8958,0.0,0.6666666666666666
848,0,2,1,28.0,0,1,248727,33.0,0.0,0.3333333333333333
849,1,1,0,0.0,1,0,17453,89.1042,0.5374149659863946,0.6666666666666666
850,0,3,1,4.0,4,2,347082,31.275,0.0,0.3333333333333333
851,0,3,1,74.0,0,0,347060,7.775,0.0,0.3333333333333333
852,0,3,0,9.0,1,1,2678,15.2458,0.0,0.6666666666666666
853,1,1,0,16.0,0,1,0,39.4,0.9659863945578231,0.3333333333333333
854,0,2,0,44.0,1,0,244252,26.0,0.0,0.3333333333333333
855,1,3,0,18.0,0,1,392091,9.35,0.0,0.3333333333333333
856,1,1,0,45.0,1,1,36928,164.8667,0.0,0.3333333333333333
857,1,1,1,51.0,0,0,113055,26.55,0.9727891156462585,0.3333333333333333
858,1,3,0,24.0,0,3,2666,19.2583,0.0,0.6666666666666666
859,0,3,1,0.0,0,0,2629,7.2292,0.0,0.6666666666666666
860,0,3,1,41.0,2,0,350026,14.1083,0.0,0.3333333333333333
861,0,2,1,21.0,1,0,28134,11.5,0.0,0.3333333333333333
862,1,1,0,48.0,0,0,17466,25.9292,0.9251700680272109,0.3333333333333333
863,0,3,0,0.0,8,2,0,69.55,0.0,0.3333333333333333
864,0,2,1,24.0,0,0,233866,13.0,0.0,0.3333333333333333
865,1,2,0,42.0,0,0,236852,13.0,0.0,0.3333333333333333
866,1,2,0,27.0,1,0,0,13.8583,0.0,0.6666666666666666
867,0,1,1,31.0,0,0,0,50.4958,0.9795918367346939,0.3333333333333333
868,0,3,1,0.0,0,0,345777,9.5,0.0,0.3333333333333333
869,1,3,1,4.0,1,1,347742,11.1333,0.0,0.3333333333333333
870,0,3,1,26.0,0,0,349248,7.8958,0.0,0.3333333333333333
871,1,1,0,47.0,1,1,11751,52.5542,0.2857142857142857,0.3333333333333333
872,0,1,1,33.0,0,0,695,5.0,0.782312925170068,0.3333333333333333
873,0,3,1,47.0,0,0,345765,9.0,0.0,0.3333333333333333
874,1,2,0,28.0,1,0,0,24.0,0.0,0.6666666666666666
875,1,3,0,15.0,0,0,2667,7.225,0.0,0.6666666666666666
876,0,3,1,20.0,0,0,7534,9.8458,0.0,0.3333333333333333
877,0,3,1,19.0,0,0,349212,7.8958,0.0,0.3333333333333333
878,0,3,1,0.0,0,0,349217,7.8958,0.0,0.3333333333333333
879,1,1,0,56.0,0,1,11767,83.1583,0.9863945578231292,0.6666666666666666
880,1,2,0,25.0,0,1,230433,26.0,0.0,0.3333333333333333
881,0,3,1,33.0,0,0,349257,7.8958,0.0,0.3333333333333333
882,0,3,0,22.0,0,0,7552,10.5167,0.0,0.3333333333333333
883,0,2,1,28.0,0,0,0,10.5,0.0,0.3333333333333333
884,0,3,1,25.0,0,0,0,7.05,0.0,0.3333333333333333
885,0,3,0,39.0,0,5,382652,29.125,0.0,1.0
886,0,2,1,27.0,0,0,211536,13.0,0.0,0.3333333333333333
887,1,1,0,19.0,0,0,112053,30.0,0.9931972789115646,0.3333333333333333
888,0,3,0,0.0,1,2,0,23.45,0.0,0.3333333333333333
889,1,1,1,26.0,0,0,111369,30.0,1.0,0.6666666666666666
890,0,3,1,32.0,0,0,370376,7.75,0.0,1.0
